job_role,main_skill,additional_skills,education,experience_years,projects_count,certifications_count,is_user_ready_for_job,targeted_job,skills_required_to_learn
Data Scientist,"Python, Machine Learning, Statistics","AWS, REST API, MongoDB, System Design, Git",B.Sc,Fresher,1,3,No,Data Scientist,"Python, Statistics, Machine Learning"
Frontend Developer,"HTML, CSS, JavaScript","Git, MongoDB, DSA, System Design",M.Sc,1-3,6,4,Yes,Frontend Developer,None
Flutter Developer,"Dart, Flutter","MongoDB, REST API, Git, Firebase",B.Sc,3-5,2,0,No,Flutter Developer,"Dart, Flutter"
Android Developer,"Java, Kotlin, Android SDK","REST API, Docker, Firebase, CI/CD, Linux",MCA,Fresher,1,0,No,Android Developer,"Android SDK, Kotlin"
Data Analyst,"Python, SQL, Excel","Docker, System Design",Diploma,1-3,1,2,No,Data Analyst,"Excel, Python"
ML Engineer,"Python, Deep Learning, TensorFlow","CI/CD, Git",Diploma,Fresher,2,1,Yes,ML Engineer,None
Data Scientist,"Python, Machine Learning, Statistics","Docker, Git",BCA,Fresher,2,3,Yes,Data Scientist,None
Java Developer,"Java, OOP, Spring","CI/CD, Linux",MCA,3-5,1,0,No,Java Developer,Java
Backend Developer,"Java, Spring Boot, Node.js","MongoDB, Docker",BCA,0-1,0,2,No,Backend Developer,Spring Boot
ML Engineer,"Python, Deep Learning, TensorFlow","CI/CD, Firebase, MongoDB, REST API",BCA,Fresher,4,3,Yes,ML Engineer,None
Backend Developer,"Java, Spring Boot, Node.js","Git, Firebase, System Design",M.Sc,1-3,3,4,Yes,Backend Developer,None
Frontend Developer,"HTML, CSS, JavaScript","Git, CI/CD, Docker, MongoDB, REST API",B.Tech,Fresher,6,2,Yes,Frontend Developer,None
Full Stack Developer,"JavaScript, React, Node.js","CI/CD, Firebase, System Design, Docker",M.Sc,3-5,6,3,Yes,Full Stack Developer,None
Full Stack Developer,"JavaScript, React, Node.js","REST API, Firebase, System Design, Docker",MCA,1-3,1,2,No,Full Stack Developer,"JavaScript, Node.js"
Full Stack Developer,"JavaScript, React, Node.js","CI/CD, MongoDB, AWS, Firebase",Diploma,3-5,2,2,Yes,Full Stack Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Git, Firebase, Docker, System Design, CI/CD",B.Sc,1-3,0,3,No,ML Engineer,"TensorFlow, Deep Learning, Python"
Python Developer,"Python, Flask, Django","Firebase, DSA, MongoDB, Linux, System Design",Diploma,1-3,1,1,No,Python Developer,"Flask, Django, Python"
Full Stack Developer,"JavaScript, React, Node.js","CI/CD, Docker, System Design, Git",BCA,Fresher,0,0,No,Full Stack Developer,"JavaScript, React"
ML Engineer,"Python, Deep Learning, TensorFlow","Linux, Firebase",B.Tech,0-1,6,0,No,ML Engineer,"Deep Learning, TensorFlow, Python"
Android Developer,"Java, Kotlin, Android SDK","Firebase, Docker",M.Sc,Fresher,2,3,Yes,Android Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Firebase, System Design, AWS, Linux, MongoDB",Diploma,0-1,6,4,Yes,ML Engineer,None
Data Scientist,"Python, Machine Learning, Statistics","AWS, REST API, System Design",B.Sc,0-1,5,4,Yes,Data Scientist,None
Flutter Developer,"Dart, Flutter","Git, DSA, System Design",Diploma,3-5,3,4,Yes,Flutter Developer,None
Java Developer,"Java, OOP, Spring","MongoDB, Linux, AWS, CI/CD, REST API",M.Sc,0-1,6,1,Yes,Java Developer,None
Data Scientist,"Python, Machine Learning, Statistics","Linux, System Design, Firebase",Diploma,3-5,1,2,No,Data Scientist,"Statistics, Machine Learning"
Frontend Developer,"HTML, CSS, JavaScript","System Design, MongoDB, Linux, Git",MCA,3-5,4,1,Yes,Frontend Developer,None
Java Developer,"Java, OOP, Spring","MongoDB, Linux",MCA,1-3,1,2,No,Java Developer,"Spring, Java"
Java Developer,"Java, OOP, Spring","AWS, System Design, MongoDB, Linux, Git",B.Sc,0-1,6,2,Yes,Java Developer,None
Java Developer,"Java, OOP, Spring","CI/CD, MongoDB",MCA,Fresher,2,3,Yes,Java Developer,None
Flutter Developer,"Dart, Flutter","MongoDB, AWS, CI/CD, DSA",BCA,0-1,4,4,Yes,Flutter Developer,None
Python Developer,"Python, Flask, Django","CI/CD, AWS",B.Tech,1-3,5,3,Yes,Python Developer,None
Backend Developer,"Java, Spring Boot, Node.js","DSA, AWS, System Design, Docker",B.Sc,1-3,4,3,Yes,Backend Developer,None
Flutter Developer,"Dart, Flutter","Firebase, REST API, MongoDB",MCA,0-1,4,1,Yes,Flutter Developer,None
Full Stack Developer,"JavaScript, React, Node.js","REST API, DSA, AWS, CI/CD",BCA,1-3,3,2,Yes,Full Stack Developer,None
Frontend Developer,"HTML, CSS, JavaScript","Linux, Docker, Firebase, AWS",MCA,Fresher,0,0,No,Frontend Developer,CSS
Data Scientist,"Python, Machine Learning, Statistics","AWS, CI/CD",MCA,Fresher,2,1,Yes,Data Scientist,None
Flutter Developer,"Dart, Flutter","MongoDB, CI/CD, REST API",BCA,Fresher,5,3,Yes,Flutter Developer,None
Data Analyst,"Python, SQL, Excel","Docker, DSA",Diploma,Fresher,0,0,No,Data Analyst,"Excel, Python"
Frontend Developer,"HTML, CSS, JavaScript","REST API, DSA, Docker, AWS",B.Sc,0-1,3,3,Yes,Frontend Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","REST API, System Design, Linux, Docker, AWS",B.Sc,3-5,5,1,Yes,ML Engineer,None
Android Developer,"Java, Kotlin, Android SDK","Firebase, System Design, CI/CD, Git",B.Sc,Fresher,0,1,No,Android Developer,"Java, Android SDK"
Android Developer,"Java, Kotlin, Android SDK","REST API, AWS",B.Sc,3-5,4,4,Yes,Android Developer,None
Data Analyst,"Python, SQL, Excel","Git, REST API, AWS, CI/CD",M.Sc,Fresher,3,1,Yes,Data Analyst,None
Data Analyst,"Python, SQL, Excel","DSA, Git, Linux, AWS",B.Sc,1-3,0,0,No,Data Analyst,Excel
Java Developer,"Java, OOP, Spring","Git, Docker",BCA,Fresher,0,2,No,Java Developer,"OOP, Java"
Data Analyst,"Python, SQL, Excel","Linux, Firebase, Git",B.Tech,Fresher,4,2,Yes,Data Analyst,None
Android Developer,"Java, Kotlin, Android SDK","Firebase, CI/CD",M.Sc,3-5,2,1,Yes,Android Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Docker, Firebase, Git, DSA",MCA,0-1,5,0,No,ML Engineer,"Deep Learning, TensorFlow"
Java Developer,"Java, OOP, Spring","Docker, DSA, Firebase, MongoDB",MCA,3-5,6,1,Yes,Java Developer,None
Java Developer,"Java, OOP, Spring","Firebase, MongoDB",Diploma,3-5,6,2,Yes,Java Developer,None
Flutter Developer,"Dart, Flutter","System Design, MongoDB",Diploma,1-3,1,3,No,Flutter Developer,Flutter
Java Developer,"Java, OOP, Spring","REST API, Git, Docker, AWS, Firebase",MCA,1-3,5,2,Yes,Java Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","MongoDB, AWS",Diploma,Fresher,3,0,No,ML Engineer,"Deep Learning, TensorFlow"
Android Developer,"Java, Kotlin, Android SDK","DSA, Docker",B.Sc,Fresher,3,0,No,Android Developer,Java
Java Developer,"Java, OOP, Spring","Linux, DSA, Docker, System Design, AWS",B.Sc,Fresher,2,0,No,Java Developer,"OOP, Spring"
Flutter Developer,"Dart, Flutter","Docker, Linux",BCA,Fresher,0,4,No,Flutter Developer,Dart
ML Engineer,"Python, Deep Learning, TensorFlow","REST API, MongoDB",BCA,0-1,1,4,No,ML Engineer,"TensorFlow, Python"
Android Developer,"Java, Kotlin, Android SDK","MongoDB, REST API, Git, Linux, AWS",B.Tech,Fresher,1,0,No,Android Developer,"Java, Kotlin, Android SDK"
Frontend Developer,"HTML, CSS, JavaScript","AWS, MongoDB",MCA,1-3,3,0,No,Frontend Developer,CSS
Android Developer,"Java, Kotlin, Android SDK","Docker, DSA, Firebase",B.Sc,Fresher,1,3,No,Android Developer,"Android SDK, Java, Kotlin"
Python Developer,"Python, Flask, Django","AWS, REST API, Firebase, Linux",Diploma,3-5,0,3,No,Python Developer,Django
Data Analyst,"Python, SQL, Excel","Firebase, MongoDB, CI/CD, System Design, REST API",B.Tech,1-3,3,0,No,Data Analyst,"Excel, SQL"
ML Engineer,"Python, Deep Learning, TensorFlow","AWS, CI/CD",Diploma,Fresher,5,2,Yes,ML Engineer,None
Android Developer,"Java, Kotlin, Android SDK","Firebase, MongoDB, REST API, CI/CD, DSA",M.Sc,3-5,4,3,Yes,Android Developer,None
Full Stack Developer,"JavaScript, React, Node.js","Firebase, Linux, MongoDB",B.Sc,0-1,2,2,Yes,Full Stack Developer,None
Python Developer,"Python, Flask, Django","DSA, System Design, AWS, CI/CD",MCA,1-3,0,3,No,Python Developer,Python
Frontend Developer,"HTML, CSS, JavaScript","REST API, MongoDB, CI/CD, Linux, Docker",Diploma,3-5,6,0,No,Frontend Developer,"HTML, CSS, JavaScript"
ML Engineer,"Python, Deep Learning, TensorFlow","Linux, Firebase",B.Sc,1-3,0,3,No,ML Engineer,"Python, Deep Learning"
ML Engineer,"Python, Deep Learning, TensorFlow","Linux, System Design, Git",B.Sc,3-5,2,2,Yes,ML Engineer,None
Full Stack Developer,"JavaScript, React, Node.js","Firebase, CI/CD",M.Sc,1-3,0,1,No,Full Stack Developer,"JavaScript, Node.js"
Backend Developer,"Java, Spring Boot, Node.js","MongoDB, REST API, DSA, AWS",BCA,Fresher,3,4,Yes,Backend Developer,None
Data Analyst,"Python, SQL, Excel","System Design, REST API",Diploma,3-5,6,3,Yes,Data Analyst,None
Python Developer,"Python, Flask, Django","REST API, AWS, CI/CD, DSA, Git",M.Sc,3-5,6,3,Yes,Python Developer,None
Backend Developer,"Java, Spring Boot, Node.js","DSA, AWS, Git, CI/CD",B.Sc,1-3,4,4,Yes,Backend Developer,None
Full Stack Developer,"JavaScript, React, Node.js","AWS, Docker, MongoDB, DSA",B.Sc,0-1,1,0,No,Full Stack Developer,"JavaScript, React"
Backend Developer,"Java, Spring Boot, Node.js","System Design, Docker, REST API",B.Tech,1-3,5,2,Yes,Backend Developer,None
Python Developer,"Python, Flask, Django","REST API, System Design, Git, Linux",B.Sc,0-1,0,0,No,Python Developer,"Django, Python"
Frontend Developer,"HTML, CSS, JavaScript","Linux, DSA, System Design",Diploma,Fresher,4,4,Yes,Frontend Developer,None
Java Developer,"Java, OOP, Spring","REST API, Linux, CI/CD, MongoDB",BCA,3-5,3,3,Yes,Java Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","System Design, DSA, REST API, AWS",MCA,0-1,2,4,Yes,ML Engineer,None
Data Analyst,"Python, SQL, Excel","AWS, Docker",B.Sc,Fresher,6,0,No,Data Analyst,"Excel, SQL, Python"
Python Developer,"Python, Flask, Django","Docker, Git",Diploma,0-1,0,2,No,Python Developer,"Django, Flask"
Full Stack Developer,"JavaScript, React, Node.js","CI/CD, DSA, REST API",Diploma,Fresher,6,1,Yes,Full Stack Developer,None
Backend Developer,"Java, Spring Boot, Node.js","CI/CD, System Design, REST API",BCA,1-3,4,0,No,Backend Developer,Node.js
Android Developer,"Java, Kotlin, Android SDK","DSA, REST API, Linux, Git",B.Sc,3-5,1,2,No,Android Developer,"Java, Android SDK"
Data Scientist,"Python, Machine Learning, Statistics","Linux, Docker",BCA,0-1,6,1,Yes,Data Scientist,None
Data Scientist,"Python, Machine Learning, Statistics","AWS, Firebase, CI/CD, MongoDB, DSA",BCA,Fresher,5,0,No,Data Scientist,"Machine Learning, Statistics"
Data Scientist,"Python, Machine Learning, Statistics","DSA, Docker, System Design",M.Sc,3-5,5,0,No,Data Scientist,"Machine Learning, Statistics, Python"
Android Developer,"Java, Kotlin, Android SDK","AWS, Git, Firebase, MongoDB",BCA,1-3,6,2,Yes,Android Developer,None
Android Developer,"Java, Kotlin, Android SDK","DSA, Git, Firebase, Linux",BCA,0-1,2,3,Yes,Android Developer,None
Backend Developer,"Java, Spring Boot, Node.js","Linux, AWS, System Design, CI/CD",Diploma,3-5,6,3,Yes,Backend Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","MongoDB, System Design",M.Sc,0-1,2,1,Yes,ML Engineer,None
Java Developer,"Java, OOP, Spring","AWS, DSA, System Design",Diploma,Fresher,5,4,Yes,Java Developer,None
Flutter Developer,"Dart, Flutter","MongoDB, Docker, System Design, DSA, Linux",B.Sc,3-5,1,4,No,Flutter Developer,"Flutter, Dart"
Data Analyst,"Python, SQL, Excel","Docker, Linux, System Design, REST API, DSA",Diploma,0-1,2,1,Yes,Data Analyst,None
Android Developer,"Java, Kotlin, Android SDK","MongoDB, REST API, CI/CD, Git",Diploma,1-3,1,2,No,Android Developer,"Kotlin, Java, Android SDK"
Frontend Developer,"HTML, CSS, JavaScript","MongoDB, Git, Docker, System Design, Firebase",B.Tech,0-1,0,0,No,Frontend Developer,"HTML, JavaScript, CSS"
Java Developer,"Java, OOP, Spring","CI/CD, Linux",BCA,3-5,6,1,Yes,Java Developer,None
Data Scientist,"Python, Machine Learning, Statistics","Firebase, Git, System Design",M.Sc,0-1,3,2,Yes,Data Scientist,None
Full Stack Developer,"JavaScript, React, Node.js","AWS, Linux",Diploma,0-1,1,2,No,Full Stack Developer,JavaScript
Backend Developer,"Java, Spring Boot, Node.js","MongoDB, Docker, Linux",BCA,1-3,1,4,No,Backend Developer,"Node.js, Java"
Frontend Developer,"HTML, CSS, JavaScript","System Design, Git, DSA, MongoDB",MCA,3-5,6,3,Yes,Frontend Developer,None
Data Analyst,"Python, SQL, Excel","AWS, Git, System Design, CI/CD, MongoDB",B.Tech,0-1,5,1,Yes,Data Analyst,None
Data Analyst,"Python, SQL, Excel","Firebase, AWS, Linux, System Design, Docker",M.Sc,0-1,3,0,No,Data Analyst,"SQL, Python"
Python Developer,"Python, Flask, Django","REST API, DSA, System Design, Git",MCA,Fresher,4,4,Yes,Python Developer,None
Data Analyst,"Python, SQL, Excel","Docker, Linux, AWS, DSA",BCA,3-5,1,3,No,Data Analyst,Excel
Frontend Developer,"HTML, CSS, JavaScript","System Design, CI/CD, DSA, Linux, Git",B.Tech,3-5,3,3,Yes,Frontend Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","REST API, Docker, Linux, AWS, System Design",Diploma,Fresher,2,3,Yes,ML Engineer,None
Data Scientist,"Python, Machine Learning, Statistics","DSA, Docker, REST API, MongoDB, Git",Diploma,1-3,6,4,Yes,Data Scientist,None
Data Scientist,"Python, Machine Learning, Statistics","System Design, Docker, Firebase, AWS",M.Sc,0-1,1,2,No,Data Scientist,Statistics
Flutter Developer,"Dart, Flutter","Docker, System Design, Git, AWS",MCA,0-1,5,2,Yes,Flutter Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","MongoDB, Linux",M.Sc,0-1,3,4,Yes,ML Engineer,None
Android Developer,"Java, Kotlin, Android SDK","CI/CD, MongoDB, System Design, AWS, Linux",B.Tech,3-5,0,0,No,Android Developer,"Java, Kotlin, Android SDK"
ML Engineer,"Python, Deep Learning, TensorFlow","AWS, Docker",B.Sc,Fresher,5,0,No,ML Engineer,"Deep Learning, TensorFlow, Python"
Flutter Developer,"Dart, Flutter","CI/CD, Git, AWS",B.Tech,3-5,5,3,Yes,Flutter Developer,None
Data Scientist,"Python, Machine Learning, Statistics","REST API, Linux",Diploma,3-5,2,0,No,Data Scientist,Statistics
Backend Developer,"Java, Spring Boot, Node.js","Firebase, AWS, MongoDB",B.Sc,1-3,5,3,Yes,Backend Developer,None
Backend Developer,"Java, Spring Boot, Node.js","System Design, Git, Docker, CI/CD",Diploma,Fresher,5,1,Yes,Backend Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Firebase, CI/CD",Diploma,Fresher,0,4,No,ML Engineer,"TensorFlow, Deep Learning, Python"
Frontend Developer,"HTML, CSS, JavaScript","REST API, Firebase",M.Sc,1-3,5,1,Yes,Frontend Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Git, REST API",BCA,3-5,5,0,No,ML Engineer,"Deep Learning, TensorFlow"
Backend Developer,"Java, Spring Boot, Node.js","CI/CD, Linux, System Design, Docker",B.Sc,Fresher,2,0,No,Backend Developer,"Node.js, Spring Boot, Java"
Data Analyst,"Python, SQL, Excel","AWS, Docker, System Design",M.Sc,0-1,1,3,No,Data Analyst,"Excel, SQL"
Flutter Developer,"Dart, Flutter","DSA, System Design, AWS, Firebase",B.Tech,1-3,6,2,Yes,Flutter Developer,None
Frontend Developer,"HTML, CSS, JavaScript","Firebase, Linux, System Design",B.Sc,3-5,2,0,No,Frontend Developer,"HTML, CSS, JavaScript"
Python Developer,"Python, Flask, Django","Linux, System Design",BCA,3-5,0,1,No,Python Developer,Flask
Java Developer,"Java, OOP, Spring","Docker, Firebase, DSA",Diploma,0-1,0,3,No,Java Developer,OOP
ML Engineer,"Python, Deep Learning, TensorFlow","REST API, DSA, Git",B.Sc,Fresher,2,4,Yes,ML Engineer,None
Python Developer,"Python, Flask, Django","System Design, CI/CD, AWS, Firebase, Linux",M.Sc,0-1,2,3,Yes,Python Developer,None
Data Scientist,"Python, Machine Learning, Statistics","AWS, Firebase, Git, System Design",B.Sc,1-3,2,4,Yes,Data Scientist,None
Data Scientist,"Python, Machine Learning, Statistics","Git, Docker",Diploma,0-1,4,4,Yes,Data Scientist,None
Python Developer,"Python, Flask, Django","AWS, CI/CD, REST API",MCA,0-1,4,4,Yes,Python Developer,None
Frontend Developer,"HTML, CSS, JavaScript","DSA, AWS, Docker",B.Tech,1-3,2,2,Yes,Frontend Developer,None
Flutter Developer,"Dart, Flutter","Linux, Git, Docker, Firebase, AWS",M.Sc,Fresher,0,3,No,Flutter Developer,"Flutter, Dart"
Android Developer,"Java, Kotlin, Android SDK","Git, System Design, Firebase, Linux",B.Tech,3-5,0,1,No,Android Developer,"Java, Kotlin"
ML Engineer,"Python, Deep Learning, TensorFlow","Firebase, Git, DSA",MCA,Fresher,3,1,Yes,ML Engineer,None
Frontend Developer,"HTML, CSS, JavaScript","DSA, System Design, Git, Docker, Linux",M.Sc,1-3,5,2,Yes,Frontend Developer,None
Frontend Developer,"HTML, CSS, JavaScript","Linux, Docker, AWS",BCA,3-5,4,0,No,Frontend Developer,HTML
Flutter Developer,"Dart, Flutter","CI/CD, MongoDB, DSA, AWS",MCA,1-3,3,2,Yes,Flutter Developer,None
Data Scientist,"Python, Machine Learning, Statistics","Firebase, System Design",M.Sc,0-1,3,3,Yes,Data Scientist,None
ML Engineer,"Python, Deep Learning, TensorFlow","AWS, CI/CD, DSA",B.Sc,Fresher,0,0,No,ML Engineer,"Python, TensorFlow, Deep Learning"
Data Analyst,"Python, SQL, Excel","DSA, System Design, REST API",Diploma,Fresher,3,1,Yes,Data Analyst,None
Data Scientist,"Python, Machine Learning, Statistics","System Design, DSA, Linux, Docker",Diploma,Fresher,3,3,Yes,Data Scientist,None
Data Scientist,"Python, Machine Learning, Statistics","DSA, AWS, Linux, REST API, MongoDB",B.Tech,3-5,1,3,No,Data Scientist,"Statistics, Python, Machine Learning"
Data Scientist,"Python, Machine Learning, Statistics","Docker, Git",B.Tech,3-5,5,4,Yes,Data Scientist,None
Android Developer,"Java, Kotlin, Android SDK","Firebase, Docker, REST API",MCA,0-1,5,4,Yes,Android Developer,None
Full Stack Developer,"JavaScript, React, Node.js","Git, DSA",B.Tech,1-3,4,0,No,Full Stack Developer,"Node.js, React, JavaScript"
Frontend Developer,"HTML, CSS, JavaScript","REST API, System Design, Docker",M.Sc,1-3,2,1,Yes,Frontend Developer,None
Data Scientist,"Python, Machine Learning, Statistics","Git, Docker, AWS",MCA,0-1,3,2,Yes,Data Scientist,None
ML Engineer,"Python, Deep Learning, TensorFlow","Git, System Design",M.Sc,3-5,6,0,No,ML Engineer,"Python, Deep Learning"
Data Scientist,"Python, Machine Learning, Statistics","Linux, System Design, MongoDB, CI/CD",B.Tech,0-1,2,4,Yes,Data Scientist,None
Full Stack Developer,"JavaScript, React, Node.js","AWS, Git, DSA, REST API, Linux",M.Sc,0-1,4,1,Yes,Full Stack Developer,None
Python Developer,"Python, Flask, Django","REST API, Docker, DSA, System Design",MCA,1-3,5,0,No,Python Developer,"Python, Django, Flask"
Java Developer,"Java, OOP, Spring","REST API, AWS, Firebase",B.Sc,3-5,1,3,No,Java Developer,Spring
Backend Developer,"Java, Spring Boot, Node.js","Linux, Docker, Firebase, REST API",MCA,3-5,1,2,No,Backend Developer,"Java, Spring Boot, Node.js"
ML Engineer,"Python, Deep Learning, TensorFlow","CI/CD, System Design, Docker, Linux, MongoDB",B.Sc,Fresher,2,4,Yes,ML Engineer,None
Java Developer,"Java, OOP, Spring","Git, System Design, Linux, REST API, Firebase",B.Tech,0-1,2,4,Yes,Java Developer,None
Flutter Developer,"Dart, Flutter","Git, AWS, Firebase, MongoDB",M.Sc,3-5,5,1,Yes,Flutter Developer,None
Python Developer,"Python, Flask, Django","REST API, DSA",BCA,0-1,6,4,Yes,Python Developer,None
Data Analyst,"Python, SQL, Excel","Firebase, Git, CI/CD",B.Sc,Fresher,6,4,Yes,Data Analyst,None
Flutter Developer,"Dart, Flutter","System Design, Firebase",M.Sc,0-1,1,2,No,Flutter Developer,"Flutter, Dart"
Frontend Developer,"HTML, CSS, JavaScript","Linux, System Design",Diploma,3-5,3,2,Yes,Frontend Developer,None
Android Developer,"Java, Kotlin, Android SDK","MongoDB, Firebase, Docker",B.Tech,1-3,0,0,No,Android Developer,"Android SDK, Kotlin, Java"
Data Scientist,"Python, Machine Learning, Statistics","MongoDB, CI/CD, REST API, AWS, Docker",Diploma,0-1,1,4,No,Data Scientist,"Machine Learning, Statistics, Python"
Java Developer,"Java, OOP, Spring","Linux, Git",BCA,3-5,2,2,Yes,Java Developer,None
Python Developer,"Python, Flask, Django","Docker, AWS, Git, DSA, REST API",B.Sc,Fresher,5,4,Yes,Python Developer,None
Full Stack Developer,"JavaScript, React, Node.js","DSA, Firebase",MCA,0-1,6,2,Yes,Full Stack Developer,None
Flutter Developer,"Dart, Flutter","Docker, Firebase, AWS, System Design, Git",MCA,Fresher,2,3,Yes,Flutter Developer,None
Python Developer,"Python, Flask, Django","CI/CD, Linux",BCA,3-5,4,1,Yes,Python Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Docker, System Design",BCA,1-3,1,2,No,ML Engineer,"TensorFlow, Python, Deep Learning"
Data Scientist,"Python, Machine Learning, Statistics","Docker, REST API",BCA,0-1,3,3,Yes,Data Scientist,None
Data Analyst,"Python, SQL, Excel","REST API, DSA, Linux, Firebase, CI/CD",BCA,0-1,4,3,Yes,Data Analyst,None
Flutter Developer,"Dart, Flutter","Docker, DSA, REST API, System Design",B.Sc,Fresher,6,1,Yes,Flutter Developer,None
Data Scientist,"Python, Machine Learning, Statistics","REST API, Git, CI/CD, MongoDB, AWS",M.Sc,1-3,6,2,Yes,Data Scientist,None
Frontend Developer,"HTML, CSS, JavaScript","REST API, AWS, System Design, CI/CD, Git",Diploma,3-5,4,1,Yes,Frontend Developer,None
Data Analyst,"Python, SQL, Excel","System Design, AWS",MCA,Fresher,3,3,Yes,Data Analyst,None
Android Developer,"Java, Kotlin, Android SDK","AWS, MongoDB, Docker, Linux, System Design",Diploma,0-1,5,0,No,Android Developer,Android SDK
Flutter Developer,"Dart, Flutter","Git, REST API, System Design, Docker, Linux",M.Sc,1-3,6,2,Yes,Flutter Developer,None
Data Analyst,"Python, SQL, Excel","AWS, CI/CD, System Design, REST API, DSA",M.Sc,1-3,2,2,Yes,Data Analyst,None
Frontend Developer,"HTML, CSS, JavaScript","Git, Docker",B.Sc,1-3,2,2,Yes,Frontend Developer,None
Frontend Developer,"HTML, CSS, JavaScript","Docker, Git",B.Sc,3-5,3,2,Yes,Frontend Developer,None
Frontend Developer,"HTML, CSS, JavaScript","System Design, REST API",M.Sc,1-3,6,2,Yes,Frontend Developer,None
Frontend Developer,"HTML, CSS, JavaScript","CI/CD, Docker, System Design, AWS, Firebase",Diploma,1-3,1,4,No,Frontend Developer,"CSS, JavaScript, HTML"
ML Engineer,"Python, Deep Learning, TensorFlow","CI/CD, Git, System Design, REST API",M.Sc,Fresher,3,2,Yes,ML Engineer,None
Flutter Developer,"Dart, Flutter","Git, DSA, Firebase, System Design",BCA,3-5,4,2,Yes,Flutter Developer,None
Full Stack Developer,"JavaScript, React, Node.js","Firebase, DSA, Docker",M.Sc,Fresher,4,1,Yes,Full Stack Developer,None
Java Developer,"Java, OOP, Spring","CI/CD, REST API, Linux, Firebase, DSA",B.Tech,0-1,0,1,No,Java Developer,Spring
Android Developer,"Java, Kotlin, Android SDK","System Design, Docker",B.Tech,Fresher,3,1,Yes,Android Developer,None
Android Developer,"Java, Kotlin, Android SDK","System Design, Git, Docker, DSA",B.Sc,Fresher,6,1,Yes,Android Developer,None
Frontend Developer,"HTML, CSS, JavaScript","Git, Docker",BCA,1-3,0,1,No,Frontend Developer,HTML
Python Developer,"Python, Flask, Django","Git, System Design, Linux, DSA, MongoDB",Diploma,1-3,1,2,No,Python Developer,"Python, Django, Flask"
Data Scientist,"Python, Machine Learning, Statistics","Linux, DSA, MongoDB, CI/CD, Docker",MCA,1-3,3,3,Yes,Data Scientist,None
Android Developer,"Java, Kotlin, Android SDK","DSA, System Design, Git",BCA,3-5,2,2,Yes,Android Developer,None
Flutter Developer,"Dart, Flutter","CI/CD, Git, DSA, System Design, Docker",MCA,1-3,4,4,Yes,Flutter Developer,None
Android Developer,"Java, Kotlin, Android SDK","Git, CI/CD, Firebase, REST API, AWS",BCA,0-1,2,1,Yes,Android Developer,None
Frontend Developer,"HTML, CSS, JavaScript","DSA, MongoDB, AWS, CI/CD",Diploma,Fresher,2,2,Yes,Frontend Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Docker, Linux, System Design",B.Sc,1-3,6,3,Yes,ML Engineer,None
Android Developer,"Java, Kotlin, Android SDK","CI/CD, Docker, Linux, AWS",BCA,1-3,4,1,Yes,Android Developer,None
Data Analyst,"Python, SQL, Excel","REST API, AWS",B.Tech,0-1,0,1,No,Data Analyst,"Python, Excel"
Frontend Developer,"HTML, CSS, JavaScript","AWS, Linux",B.Tech,1-3,0,2,No,Frontend Developer,"HTML, CSS"
ML Engineer,"Python, Deep Learning, TensorFlow","REST API, Linux, Firebase, Docker",B.Tech,3-5,1,3,No,ML Engineer,"TensorFlow, Python"
ML Engineer,"Python, Deep Learning, TensorFlow","REST API, Git, Docker",B.Tech,Fresher,1,4,No,ML Engineer,TensorFlow
Backend Developer,"Java, Spring Boot, Node.js","MongoDB, Docker, Firebase",MCA,1-3,0,1,No,Backend Developer,"Node.js, Spring Boot, Java"
Backend Developer,"Java, Spring Boot, Node.js","Linux, Git",B.Sc,Fresher,0,4,No,Backend Developer,"Java, Node.js"
Frontend Developer,"HTML, CSS, JavaScript","REST API, CI/CD, Linux, Git, AWS",M.Sc,Fresher,5,3,Yes,Frontend Developer,None
Data Analyst,"Python, SQL, Excel","MongoDB, Linux, CI/CD, AWS, DSA",BCA,1-3,6,2,Yes,Data Analyst,None
ML Engineer,"Python, Deep Learning, TensorFlow","Git, CI/CD, Linux, DSA",MCA,1-3,4,4,Yes,ML Engineer,None
Android Developer,"Java, Kotlin, Android SDK","Firebase, CI/CD, System Design, DSA, Git",Diploma,Fresher,4,1,Yes,Android Developer,None
Backend Developer,"Java, Spring Boot, Node.js","AWS, Firebase, MongoDB, Docker",B.Tech,3-5,1,4,No,Backend Developer,"Spring Boot, Node.js, Java"
Frontend Developer,"HTML, CSS, JavaScript","Docker, Linux, DSA",B.Sc,Fresher,3,0,No,Frontend Developer,"HTML, JavaScript, CSS"
ML Engineer,"Python, Deep Learning, TensorFlow","AWS, Linux",Diploma,3-5,6,4,Yes,ML Engineer,None
